curve_id,x,y
fl-6.1-structure-962,-4.0,0.0
fl-6.1-structure-962,-3.0,0.0
fl-6.1-structure-962,-2.0,0.0
fl-6.1-structure-962,-1.0,3.0
fl-6.1-structure-962,0.0,9.3
fl-6.1-structure-962,1.0,15.2
fl-6.1-structure-962,2.0,20.9
fl-6.1-structure-962,3.0,26.3
fl-6.1-structure-962,4.0,31.4
fl-6.1-structure-962,5.0,36.2
fl-6.1-structure-962,6.0,40.7
fl-6.1-structure-962,7.0,44.9
fl-6.1-structure-962,8.0,48.8
fl-6.1-structure-962,9.0,52.4
fl-6.1-structure-962,10.0,55.7
fl-6.1-structure-962,11.0,58.7
fl-6.1-structure-962,12.0,61.4
fl-6.1-structure-962,13.0,63.8
fl-6.1-structure-962,14.0,65.9
fl-6.1-structure-962,15.0,67.7
fl-6.1-structure-962,16.0,69.2
fl-6.1-structure-962,17.0,69.2
fl-6.1-structure-962,18.0,69.2
fl-6.1-structure-962,19.0,69.2
fl-6.1-structure-962,20.0,69.2
fl-6.1-structure-962,21.0,69.2
fl-6.1-structure-962,22.0,69.2
fl-6.1-structure-962,23.0,69.2
fl-6.1-structure-962,24.0,69.2
fl-6.1-structure-963,-4.0,0.0
fl-6.1-structure-963,-3.0,0.0
fl-6.1-structure-963,-2.0,0.0
fl-6.1-structure-963,-1.0,6.4
fl-6.1-structure-963,0.0,7.2
fl-6.1-structure-963,1.0,9.4
fl-6.1-structure-963,2.0,12.9
fl-6.1-structure-963,3.0,17.4
fl-6.1-structure-963,4.0,22.8
fl-6.1-structure-963,5.0,28.9
fl-6.1-structure-963,6.0,35.5
fl-6.1-structure-963,7.0,42.3
fl-6.1-structure-963,8.0,49.2
fl-6.1-structure-963,9.0,56.1
fl-6.1-structure-963,10.0,62.6
fl-6.1-structure-963,11.0,68.6
fl-6.1-structure-963,12.0,73.9
fl-6.1-structure-963,13.0,78.4
fl-6.1-structure-963,14.0,81.7
fl-6.1-structure-963,15.0,83.8
fl-6.1-structure-963,16.0,84.4
fl-6.1-structure-963,17.0,84.4
fl-6.1-structure-963,18.0,84.4
fl-6.1-structure-963,19.0,84.4
fl-6.1-structure-963,20.0,84.4
fl-6.1-structure-963,21.0,84.4
fl-6.1-structure-963,22.0,84.4
fl-6.1-structure-963,23.0,84.4
fl-6.1-structure-963,24.0,84.4
fl-6.1-structure-964,-4.0,0.0
fl-6.1-structure-964,-3.0,0.0
fl-6.1-structure-964,-2.0,0.0
fl-6.1-structure-964,-1.0,0.0
fl-6.1-structure-964,0.0,8.0
fl-6.1-structure-964,1.0,44.0
fl-6.1-structure-964,2.0,63.0
fl-6.1-structure-964,3.0,73.0
fl-6.1-structure-964,4.0,78.0
fl-6.1-structure-964,5.0,80.0
fl-6.1-structure-964,6.0,81.0
fl-6.1-structure-964,7.0,82.0
fl-6.1-structure-964,8.0,82.0
fl-6.1-structure-964,9.0,82.0
fl-6.1-structure-964,10.0,82.0
fl-6.1-structure-964,11.0,82.0
fl-6.1-structure-964,12.0,82.0
fl-6.1-structure-964,13.0,82.0
fl-6.1-structure-964,14.0,82.0
fl-6.1-structure-964,15.0,82.0
fl-6.1-structure-964,16.0,82.0
fl-6.1-structure-964,17.0,82.0
fl-6.1-structure-964,18.0,82.0
fl-6.1-structure-964,19.0,82.0
fl-6.1-structure-964,20.0,82.0
fl-6.1-structure-964,21.0,82.0
fl-6.1-structure-964,22.0,82.0
fl-6.1-structure-964,23.0,82.0
fl-6.1-structure-964,24.0,82.0
fl-6.1-structure-965,-4.0,0.0
fl-6.1-structure-965,-3.0,0.0
fl-6.1-structure-965,-2.0,0.0
fl-6.1-structure-965,-1.0,0.0
fl-6.1-structure-965,0.0,8.0
fl-6.1-structure-965,1.0,44.0
fl-6.1-structure-965,2.0,63.0
fl-6.1-structure-965,3.0,73.0
fl-6.1-structure-965,4.0,78.0
fl-6.1-structure-965,5.0,80.0
fl-6.1-structure-965,6.0,81.0
fl-6.1-structure-965,7.0,82.0
fl-6.1-structure-965,8.0,82.0
fl-6.1-structure-965,9.0,82.0
fl-6.1-structure-965,10.0,82.0
fl-6.1-structure-965,11.0,82.0
fl-6.1-structure-965,12.0,82.0
fl-6.1-structure-965,13.0,82.0
fl-6.1-structure-965,14.0,82.0
fl-6.1-structure-965,15.0,82.0
fl-6.1-structure-965,16.0,82.0
fl-6.1-structure-965,17.0,82.0
fl-6.1-structure-965,18.0,82.0
fl-6.1-structure-965,19.0,82.0
fl-6.1-structure-965,20.0,82.0
fl-6.1-structure-965,21.0,82.0
fl-6.1-structure-965,22.0,82.0
fl-6.1-structure-965,23.0,82.0
fl-6.1-structure-965,24.0,82.0
fl-6.1-structure-966,-4.0,0.0
fl-6.1-structure-966,-3.0,0.0
fl-6.1-structure-966,-2.0,0.0
fl-6.1-structure-966,-1.0,0.0
fl-6.1-structure-966,0.0,8.0
fl-6.1-structure-966,1.0,44.0
fl-6.1-structure-966,2.0,63.0
fl-6.1-structure-966,3.0,73.0
fl-6.1-structure-966,4.0,78.0
fl-6.1-structure-966,5.0,80.0
fl-6.1-structure-966,6.0,81.0
fl-6.1-structure-966,7.0,82.0
fl-6.1-structure-966,8.0,82.0
fl-6.1-structure-966,9.0,82.0
fl-6.1-structure-966,10.0,82.0
fl-6.1-structure-966,11.0,82.0
fl-6.1-structure-966,12.0,82.0
fl-6.1-structure-966,13.0,82.0
fl-6.1-structure-966,14.0,82.0
fl-6.1-structure-966,15.0,82.0
fl-6.1-structure-966,16.0,82.0
fl-6.1-structure-966,17.0,82.0
fl-6.1-structure-966,18.0,82.0
fl-6.1-structure-966,19.0,82.0
fl-6.1-structure-966,20.0,82.0
fl-6.1-structure-966,21.0,82.0
fl-6.1-structure-966,22.0,82.0
fl-6.1-structure-966,23.0,82.0
fl-6.1-structure-966,24.0,82.0
fl-6.1-structure-967,-4.0,0.0
fl-6.1-structure-967,-3.0,0.0
fl-6.1-structure-967,-2.0,0.0
fl-6.1-structure-967,-1.0,0.0
fl-6.1-structure-967,0.0,8.0
fl-6.1-structure-967,1.0,44.0
fl-6.1-structure-967,2.0,63.0
fl-6.1-structure-967,3.0,73.0
fl-6.1-structure-967,4.0,78.0
fl-6.1-structure-967,5.0,80.0
fl-6.1-structure-967,6.0,81.0
fl-6.1-structure-967,7.0,82.0
fl-6.1-structure-967,8.0,82.0
fl-6.1-structure-967,9.0,82.0
fl-6.1-structure-967,10.0,82.0
fl-6.1-structure-967,11.0,82.0
fl-6.1-structure-967,12.0,82.0
fl-6.1-structure-967,13.0,82.0
fl-6.1-structure-967,14.0,82.0
fl-6.1-structure-967,15.0,82.0
fl-6.1-structure-967,16.0,82.0
fl-6.1-structure-967,17.0,82.0
fl-6.1-structure-967,18.0,82.0
fl-6.1-structure-967,19.0,82.0
fl-6.1-structure-967,20.0,82.0
fl-6.1-structure-967,21.0,82.0
fl-6.1-structure-967,22.0,82.0
fl-6.1-structure-967,23.0,82.0
fl-6.1-structure-967,24.0,82.0
fl-6.1-structure-968,-4.0,0.0
fl-6.1-structure-968,-3.0,0.0
fl-6.1-structure-968,-2.0,15.0
fl-6.1-structure-968,-1.0,75.0
fl-6.1-structure-968,0.0,100.0
fl-6.1-structure-968,1.0,100.0
fl-6.1-structure-968,2.0,100.0
fl-6.1-structure-968,3.0,100.0
fl-6.1-structure-968,4.0,100.0
fl-6.1-structure-968,5.0,100.0
fl-6.1-structure-968,6.0,100.0
fl-6.1-structure-968,7.0,100.0
fl-6.1-structure-968,8.0,100.0
fl-6.1-structure-968,9.0,100.0
fl-6.1-structure-968,10.0,100.0
fl-6.1-structure-968,11.0,100.0
fl-6.1-structure-968,12.0,100.0
fl-6.1-structure-968,13.0,100.0
fl-6.1-structure-968,14.0,100.0
fl-6.1-structure-968,15.0,100.0
fl-6.1-structure-968,16.0,100.0
fl-6.1-structure-968,17.0,100.0
fl-6.1-structure-968,18.0,100.0
fl-6.1-structure-968,19.0,100.0
fl-6.1-structure-968,20.0,100.0
fl-6.1-structure-968,21.0,100.0
fl-6.1-structure-968,22.0,100.0
fl-6.1-structure-968,23.0,100.0
fl-6.1-structure-968,24.0,100.0
fl-6.1-structure-969,-4.0,0.0
fl-6.1-structure-969,-3.0,0.0
fl-6.1-structure-969,-2.0,0.0
fl-6.1-structure-969,-1.0,0.0
fl-6.1-structure-969,0.0,8.0
fl-6.1-structure-969,1.0,44.0
fl-6.1-structure-969,2.0,63.0
fl-6.1-structure-969,3.0,73.0
fl-6.1-structure-969,4.0,78.0
fl-6.1-structure-969,5.0,80.0
fl-6.1-structure-969,6.0,81.0
fl-6.1-structure-969,7.0,82.0
fl-6.1-structure-969,8.0,82.0
fl-6.1-structure-969,9.0,82.0
fl-6.1-structure-969,10.0,82.0
fl-6.1-structure-969,11.0,82.0
fl-6.1-structure-969,12.0,82.0
fl-6.1-structure-969,13.0,82.0
fl-6.1-structure-969,14.0,82.0
fl-6.1-structure-969,15.0,82.0
fl-6.1-structure-969,16.0,82.0
fl-6.1-structure-969,17.0,82.0
fl-6.1-structure-969,18.0,82.0
fl-6.1-structure-969,19.0,82.0
fl-6.1-structure-969,20.0,82.0
fl-6.1-structure-969,21.0,82.0
fl-6.1-structure-969,22.0,82.0
fl-6.1-structure-969,23.0,82.0
fl-6.1-structure-969,24.0,82.0
fl-6.1-structure-970,-4.0,0.0
fl-6.1-structure-970,-3.0,0.0
fl-6.1-structure-970,-2.0,2.0
fl-6.1-structure-970,-1.0,3.0
fl-6.1-structure-970,0.0,8.0
fl-6.1-structure-970,1.0,27.2
fl-6.1-structure-970,2.0,41.7
fl-6.1-structure-970,3.0,60.0
fl-6.1-structure-970,4.0,93.0
fl-6.1-structure-970,5.0,96.0
fl-6.1-structure-970,6.0,96.36
fl-6.1-structure-970,7.0,96.72
fl-6.1-structure-970,8.0,97.08
fl-6.1-structure-970,9.0,97.44
fl-6.1-structure-970,10.0,97.8
fl-6.1-structure-970,11.0,98.0
fl-6.1-structure-970,12.0,98.17
fl-6.1-structure-970,13.0,98.33
fl-6.1-structure-970,14.0,98.5
fl-6.1-structure-970,15.0,98.67
fl-6.1-structure-970,16.0,98.83
fl-6.1-structure-970,17.0,98.83
fl-6.1-structure-970,18.0,98.83
fl-6.1-structure-970,19.0,98.83
fl-6.1-structure-970,20.0,98.83
fl-6.1-structure-970,21.0,98.83
fl-6.1-structure-970,22.0,98.83
fl-6.1-structure-970,23.0,98.83
fl-6.1-structure-970,24.0,98.83
fl-6.1-structure-971,-4.0,0.0
fl-6.1-structure-971,-3.0,0.0
fl-6.1-structure-971,-2.0,0.0
fl-6.1-structure-971,-1.0,0.0
fl-6.1-structure-971,0.0,0.0
fl-6.1-structure-971,1.0,24.24577559
fl-6.1-structure-971,2.0,39.65239975
fl-6.1-structure-971,3.0,46.08910424
fl-6.1-structure-971,4.0,51.15489299
fl-6.1-structure-971,5.0,56.29363991
fl-6.1-structure-971,6.0,61.60844075
fl-6.1-structure-971,7.0,67.16663899
fl-6.1-structure-971,8.0,72.89188134
fl-6.1-structure-971,9.0,78.4797116
fl-6.1-structure-971,10.0,83.55899144
fl-6.1-structure-971,11.0,87.86560609
fl-6.1-structure-971,12.0,91.30373576
fl-6.1-structure-971,13.0,93.91655169
fl-6.1-structure-971,14.0,95.82575116
fl-6.1-structure-971,15.0,97.17853474
fl-6.1-structure-971,16.0,98.11447446
fl-6.1-structure-971,17.0,98.75030592
fl-6.1-structure-971,18.0,99.17636963
fl-6.1-structure-971,19.0,99.45901213
fl-6.1-structure-971,20.0,99.64519091
fl-6.1-structure-971,21.0,99.76726477
fl-6.1-structure-971,22.0,99.84710186
fl-6.1-structure-971,23.0,99.89927227
fl-6.1-structure-971,24.0,99.93338504
fl-6.1-structure-972,-4.0,0.0
fl-6.1-structure-972,-3.0,0.0
fl-6.1-structure-972,-2.0,0.0
fl-6.1-structure-972,-1.0,0.0
fl-6.1-structure-972,0.0,0.0
fl-6.1-structure-972,1.0,19.92181445
fl-6.1-structure-972,2.0,28.75191971
fl-6.1-structure-972,3.0,31.4834966
fl-6.1-structure-972,4.0,32.64505139
fl-6.1-structure-972,5.0,33.37454142
fl-6.1-structure-972,6.0,34.47743203
fl-6.1-structure-972,7.0,36.80943847
fl-6.1-structure-972,8.0,40.92170771
fl-6.1-structure-972,9.0,46.73971313
fl-6.1-structure-972,10.0,53.66176929
fl-6.1-structure-972,11.0,60.90508277
fl-6.1-structure-972,12.0,67.8047444
fl-6.1-structure-972,13.0,73.94417558
fl-6.1-structure-972,14.0,79.1482943
fl-6.1-structure-972,15.0,83.41429448
fl-6.1-structure-972,16.0,86.83565696
fl-6.1-structure-972,17.0,89.5443355
fl-6.1-structure-972,18.0,91.67542612
fl-6.1-structure-972,19.0,93.3496688
fl-6.1-structure-972,20.0,94.66732775
fl-6.1-structure-972,21.0,95.70818311
fl-6.1-structure-972,22.0,96.53418974
fl-6.1-structure-972,23.0,97.19287619
fl-6.1-structure-972,24.0,97.72056239
fl-6.1-structure-973,-4.0,0.0
fl-6.1-structure-973,-3.0,0.0
fl-6.1-structure-973,-2.0,0.0
fl-6.1-structure-973,-1.0,0.0
fl-6.1-structure-973,0.0,0.0
fl-6.1-structure-973,1.0,11.0
fl-6.1-structure-973,2.0,17.4025974
fl-6.1-structure-973,3.0,21.2987013
fl-6.1-structure-973,4.0,26.22077922
fl-6.1-structure-973,5.0,29.58441558
fl-6.1-structure-973,6.0,32.06493506
fl-6.1-structure-973,7.0,34.12987013
fl-6.1-structure-973,8.0,37.24675325
fl-6.1-structure-973,9.0,38.90909091
fl-6.1-structure-973,10.0,41.05194805
fl-6.1-structure-973,11.0,41.05194805
fl-6.1-structure-973,12.0,41.05194805
fl-6.1-structure-973,13.0,41.05194805
fl-6.1-structure-973,14.0,41.05194805
fl-6.1-structure-973,15.0,41.05194805
fl-6.1-structure-973,16.0,41.05194805
fl-6.1-structure-973,17.0,41.05194805
fl-6.1-structure-973,18.0,41.05194805
fl-6.1-structure-973,19.0,41.05194805
fl-6.1-structure-973,20.0,41.05194805
fl-6.1-structure-973,21.0,41.05194805
fl-6.1-structure-973,22.0,41.05194805
fl-6.1-structure-973,23.0,41.05194805
fl-6.1-structure-973,24.0,41.05194805
fl-6.1-structure-974,-4.0,0.0
fl-6.1-structure-974,-3.0,0.0
fl-6.1-structure-974,-2.0,0.476190476
fl-6.1-structure-974,-1.0,0.476190476
fl-6.1-structure-974,0.0,0.952380952
fl-6.1-structure-974,1.0,12.52380952
fl-6.1-structure-974,2.0,20.38095238
fl-6.1-structure-974,3.0,25.9047619
fl-6.1-structure-974,4.0,31.66666667
fl-6.1-structure-974,5.0,33.52380952
fl-6.1-structure-974,6.0,37.47619048
fl-6.1-structure-974,7.0,39.42857143
fl-6.1-structure-974,8.0,42.19047619
fl-6.1-structure-974,9.0,45.14285714
fl-6.1-structure-974,10.0,46.61904762
fl-6.1-structure-974,11.0,46.61904762
fl-6.1-structure-974,12.0,46.61904762
fl-6.1-structure-974,13.0,46.61904762
fl-6.1-structure-974,14.0,46.61904762
fl-6.1-structure-974,15.0,46.61904762
fl-6.1-structure-974,16.0,46.61904762
fl-6.1-structure-974,17.0,46.61904762
fl-6.1-structure-974,18.0,46.61904762
fl-6.1-structure-974,19.0,46.61904762
fl-6.1-structure-974,20.0,46.61904762
fl-6.1-structure-974,21.0,46.61904762
fl-6.1-structure-974,22.0,46.61904762
fl-6.1-structure-974,23.0,46.61904762
fl-6.1-structure-974,24.0,46.61904762
fl-6.1-structure-975,-4.0,0.0
fl-6.1-structure-975,-3.0,0.0
fl-6.1-structure-975,-2.0,0.0
fl-6.1-structure-975,-1.0,0.0
fl-6.1-structure-975,0.0,0.0
fl-6.1-structure-975,1.0,9.9
fl-6.1-structure-975,2.0,15.66
fl-6.1-structure-975,3.0,19.17
fl-6.1-structure-975,4.0,23.58
fl-6.1-structure-975,5.0,26.64
fl-6.1-structure-975,6.0,28.89
fl-6.1-structure-975,7.0,30.69
fl-6.1-structure-975,8.0,33.48
fl-6.1-structure-975,9.0,35.01
fl-6.1-structure-975,10.0,36.99
fl-6.1-structure-975,11.0,38.97
fl-6.1-structure-975,12.0,40.95
fl-6.1-structure-975,13.0,42.93
fl-6.1-structure-975,14.0,44.91
fl-6.1-structure-975,15.0,46.89
fl-6.1-structure-975,16.0,48.87
fl-6.1-structure-975,17.0,48.87
fl-6.1-structure-975,18.0,48.87
fl-6.1-structure-975,19.0,48.87
fl-6.1-structure-975,20.0,48.87
fl-6.1-structure-975,21.0,48.87
fl-6.1-structure-975,22.0,48.87
fl-6.1-structure-975,23.0,48.87
fl-6.1-structure-975,24.0,48.87
fl-6.1-structure-976,-4.0,0.0
fl-6.1-structure-976,-3.0,0.0
fl-6.1-structure-976,-2.0,0.0
fl-6.1-structure-976,-1.0,0.0
fl-6.1-structure-976,0.0,0.0
fl-6.1-structure-976,1.0,12.1
fl-6.1-structure-976,2.0,19.14
fl-6.1-structure-976,3.0,23.43
fl-6.1-structure-976,4.0,28.82
fl-6.1-structure-976,5.0,32.56
fl-6.1-structure-976,6.0,35.31
fl-6.1-structure-976,7.0,37.51
fl-6.1-structure-976,8.0,40.92
fl-6.1-structure-976,9.0,42.79
fl-6.1-structure-976,10.0,45.21
fl-6.1-structure-976,11.0,47.63
fl-6.1-structure-976,12.0,50.05
fl-6.1-structure-976,13.0,52.47
fl-6.1-structure-976,14.0,54.89
fl-6.1-structure-976,15.0,57.31
fl-6.1-structure-976,16.0,59.73
fl-6.1-structure-976,17.0,59.73
fl-6.1-structure-976,18.0,59.73
fl-6.1-structure-976,19.0,59.73
fl-6.1-structure-976,20.0,59.73
fl-6.1-structure-976,21.0,59.73
fl-6.1-structure-976,22.0,59.73
fl-6.1-structure-976,23.0,59.73
fl-6.1-structure-976,24.0,59.73
fl-6.1-structure-977,-4.0,0.0
fl-6.1-structure-977,-3.0,0.0
fl-6.1-structure-977,-2.0,0.0
fl-6.1-structure-977,-1.0,0.0
fl-6.1-structure-977,0.0,0.0
fl-6.1-structure-977,1.0,14.3
fl-6.1-structure-977,2.0,22.62
fl-6.1-structure-977,3.0,27.69
fl-6.1-structure-977,4.0,34.06
fl-6.1-structure-977,5.0,38.48
fl-6.1-structure-977,6.0,41.73
fl-6.1-structure-977,7.0,44.33
fl-6.1-structure-977,8.0,48.36
fl-6.1-structure-977,9.0,50.57
fl-6.1-structure-977,10.0,53.43
fl-6.1-structure-977,11.0,56.29
fl-6.1-structure-977,12.0,59.15
fl-6.1-structure-977,13.0,62.01
fl-6.1-structure-977,14.0,64.87
fl-6.1-structure-977,15.0,67.73
fl-6.1-structure-977,16.0,70.59
fl-6.1-structure-977,17.0,70.59
fl-6.1-structure-977,18.0,70.59
fl-6.1-structure-977,19.0,70.59
fl-6.1-structure-977,20.0,70.59
fl-6.1-structure-977,21.0,70.59
fl-6.1-structure-977,22.0,70.59
fl-6.1-structure-977,23.0,70.59
fl-6.1-structure-977,24.0,70.59
fl-6.1-structure-978,-4.0,0.0
fl-6.1-structure-978,-3.0,0.0
fl-6.1-structure-978,-2.0,0.0
fl-6.1-structure-978,-1.0,0.0
fl-6.1-structure-978,0.0,3.3
fl-6.1-structure-978,1.0,22.0
fl-6.1-structure-978,2.0,33.0
fl-6.1-structure-978,3.0,42.35
fl-6.1-structure-978,4.0,49.775
fl-6.1-structure-978,5.0,57.2
fl-6.1-structure-978,6.0,60.775
fl-6.1-structure-978,7.0,64.35
fl-6.1-structure-978,8.0,67.925
fl-6.1-structure-978,9.0,71.5
fl-6.1-structure-978,10.0,75.075
fl-6.1-structure-978,11.0,78.65
fl-6.1-structure-978,12.0,82.225
fl-6.1-structure-978,13.0,85.8
fl-6.1-structure-978,14.0,89.375
fl-6.1-structure-978,15.0,92.95
fl-6.1-structure-978,16.0,96.525
fl-6.1-structure-978,17.0,96.525
fl-6.1-structure-978,18.0,96.525
fl-6.1-structure-978,19.0,96.525
fl-6.1-structure-978,20.0,96.525
fl-6.1-structure-978,21.0,96.525
fl-6.1-structure-978,22.0,96.525
fl-6.1-structure-978,23.0,96.525
fl-6.1-structure-978,24.0,96.525
fl-6.1-structure-979,-4.0,0.0
fl-6.1-structure-979,-3.0,0.0
fl-6.1-structure-979,-2.0,0.0
fl-6.1-structure-979,-1.0,0.0
fl-6.1-structure-979,0.0,0.0
fl-6.1-structure-979,1.0,9.9
fl-6.1-structure-979,2.0,15.66
fl-6.1-structure-979,3.0,19.17
fl-6.1-structure-979,4.0,23.58
fl-6.1-structure-979,5.0,26.64
fl-6.1-structure-979,6.0,28.89
fl-6.1-structure-979,7.0,30.69
fl-6.1-structure-979,8.0,33.48
fl-6.1-structure-979,9.0,35.01
fl-6.1-structure-979,10.0,36.99
fl-6.1-structure-979,11.0,38.97
fl-6.1-structure-979,12.0,40.95
fl-6.1-structure-979,13.0,42.93
fl-6.1-structure-979,14.0,44.91
fl-6.1-structure-979,15.0,46.89
fl-6.1-structure-979,16.0,48.87
fl-6.1-structure-979,17.0,48.87
fl-6.1-structure-979,18.0,48.87
fl-6.1-structure-979,19.0,48.87
fl-6.1-structure-979,20.0,48.87
fl-6.1-structure-979,21.0,48.87
fl-6.1-structure-979,22.0,48.87
fl-6.1-structure-979,23.0,48.87
fl-6.1-structure-979,24.0,48.87
fl-6.1-structure-980,-4.0,0.0
fl-6.1-structure-980,-3.0,0.0
fl-6.1-structure-980,-2.0,0.0
fl-6.1-structure-980,-1.0,0.0
fl-6.1-structure-980,0.0,0.0
fl-6.1-structure-980,1.0,12.1
fl-6.1-structure-980,2.0,19.14
fl-6.1-structure-980,3.0,23.43
fl-6.1-structure-980,4.0,28.82
fl-6.1-structure-980,5.0,32.56
fl-6.1-structure-980,6.0,35.31
fl-6.1-structure-980,7.0,37.51
fl-6.1-structure-980,8.0,40.92
fl-6.1-structure-980,9.0,42.79
fl-6.1-structure-980,10.0,45.21
fl-6.1-structure-980,11.0,47.63
fl-6.1-structure-980,12.0,50.05
fl-6.1-structure-980,13.0,52.47
fl-6.1-structure-980,14.0,54.89
fl-6.1-structure-980,15.0,57.31
fl-6.1-structure-980,16.0,59.73
fl-6.1-structure-980,17.0,59.73
fl-6.1-structure-980,18.0,59.73
fl-6.1-structure-980,19.0,59.73
fl-6.1-structure-980,20.0,59.73
fl-6.1-structure-980,21.0,59.73
fl-6.1-structure-980,22.0,59.73
fl-6.1-structure-980,23.0,59.73
fl-6.1-structure-980,24.0,59.73
fl-6.1-structure-981,-4.0,0.0
fl-6.1-structure-981,-3.0,0.0
fl-6.1-structure-981,-2.0,0.0
fl-6.1-structure-981,-1.0,0.0
fl-6.1-structure-981,0.0,0.0
fl-6.1-structure-981,1.0,14.3
fl-6.1-structure-981,2.0,22.62
fl-6.1-structure-981,3.0,27.69
fl-6.1-structure-981,4.0,34.06
fl-6.1-structure-981,5.0,38.48
fl-6.1-structure-981,6.0,41.73
fl-6.1-structure-981,7.0,44.33
fl-6.1-structure-981,8.0,48.36
fl-6.1-structure-981,9.0,50.57
fl-6.1-structure-981,10.0,53.43
fl-6.1-structure-981,11.0,56.29
fl-6.1-structure-981,12.0,59.15
fl-6.1-structure-981,13.0,62.01
fl-6.1-structure-981,14.0,64.87
fl-6.1-structure-981,15.0,67.73
fl-6.1-structure-981,16.0,70.59
fl-6.1-structure-981,17.0,70.59
fl-6.1-structure-981,18.0,70.59
fl-6.1-structure-981,19.0,70.59
fl-6.1-structure-981,20.0,70.59
fl-6.1-structure-981,21.0,70.59
fl-6.1-structure-981,22.0,70.59
fl-6.1-structure-981,23.0,70.59
fl-6.1-structure-981,24.0,70.59
fl-6.1-structure-982,-4.0,0.0
fl-6.1-structure-982,-3.0,0.0
fl-6.1-structure-982,-2.0,0.0
fl-6.1-structure-982,-1.0,0.0
fl-6.1-structure-982,0.0,2.85
fl-6.1-structure-982,1.0,19.0
fl-6.1-structure-982,2.0,28.5
fl-6.1-structure-982,3.0,36.575
fl-6.1-structure-982,4.0,42.9875
fl-6.1-structure-982,5.0,49.4
fl-6.1-structure-982,6.0,52.4875
fl-6.1-structure-982,7.0,55.575
fl-6.1-structure-982,8.0,58.6625
fl-6.1-structure-982,9.0,61.75
fl-6.1-structure-982,10.0,64.8375
fl-6.1-structure-982,11.0,67.925
fl-6.1-structure-982,12.0,71.0125
fl-6.1-structure-982,13.0,74.1
fl-6.1-structure-982,14.0,77.1875
fl-6.1-structure-982,15.0,80.275
fl-6.1-structure-982,16.0,83.3625
fl-6.1-structure-982,17.0,83.3625
fl-6.1-structure-982,18.0,83.3625
fl-6.1-structure-982,19.0,83.3625
fl-6.1-structure-982,20.0,83.3625
fl-6.1-structure-982,21.0,83.3625
fl-6.1-structure-982,22.0,83.3625
fl-6.1-structure-982,23.0,83.3625
fl-6.1-structure-982,24.0,83.3625
fl-6.1-structure-983,-4.0,12.0
fl-6.1-structure-983,-3.0,12.0
fl-6.1-structure-983,-2.0,12.0
fl-6.1-structure-983,-1.0,12.0
fl-6.1-structure-983,0.0,12.0
fl-6.1-structure-983,1.0,21.9
fl-6.1-structure-983,2.0,27.66
fl-6.1-structure-983,3.0,31.17
fl-6.1-structure-983,4.0,35.58
fl-6.1-structure-983,5.0,38.64
fl-6.1-structure-983,6.0,40.89
fl-6.1-structure-983,7.0,42.69
fl-6.1-structure-983,8.0,45.48
fl-6.1-structure-983,9.0,47.01
fl-6.1-structure-983,10.0,48.99
fl-6.1-structure-983,11.0,50.97
fl-6.1-structure-983,12.0,52.95
fl-6.1-structure-983,13.0,54.93
fl-6.1-structure-983,14.0,56.91
fl-6.1-structure-983,15.0,58.89
fl-6.1-structure-983,16.0,60.87
fl-6.1-structure-983,17.0,60.87
fl-6.1-structure-983,18.0,60.87
fl-6.1-structure-983,19.0,60.87
fl-6.1-structure-983,20.0,60.87
fl-6.1-structure-983,21.0,60.87
fl-6.1-structure-983,22.0,60.87
fl-6.1-structure-983,23.0,60.87
fl-6.1-structure-983,24.0,60.87
fl-6.1-structure-984,-4.0,12.0
fl-6.1-structure-984,-3.0,12.0
fl-6.1-structure-984,-2.0,12.0
fl-6.1-structure-984,-1.0,12.0
fl-6.1-structure-984,0.0,12.0
fl-6.1-structure-984,1.0,24.1
fl-6.1-structure-984,2.0,31.14
fl-6.1-structure-984,3.0,35.43
fl-6.1-structure-984,4.0,40.82
fl-6.1-structure-984,5.0,44.56
fl-6.1-structure-984,6.0,47.31
fl-6.1-structure-984,7.0,49.51
fl-6.1-structure-984,8.0,52.92
fl-6.1-structure-984,9.0,54.79
fl-6.1-structure-984,10.0,57.21
fl-6.1-structure-984,11.0,59.63
fl-6.1-structure-984,12.0,62.05
fl-6.1-structure-984,13.0,64.47
fl-6.1-structure-984,14.0,66.89
fl-6.1-structure-984,15.0,69.31
fl-6.1-structure-984,16.0,71.73
fl-6.1-structure-984,17.0,71.73
fl-6.1-structure-984,18.0,71.73
fl-6.1-structure-984,19.0,71.73
fl-6.1-structure-984,20.0,71.73
fl-6.1-structure-984,21.0,71.73
fl-6.1-structure-984,22.0,71.73
fl-6.1-structure-984,23.0,71.73
fl-6.1-structure-984,24.0,71.73
fl-6.1-structure-985,-4.0,12.0
fl-6.1-structure-985,-3.0,12.0
fl-6.1-structure-985,-2.0,12.0
fl-6.1-structure-985,-1.0,12.0
fl-6.1-structure-985,0.0,12.0
fl-6.1-structure-985,1.0,26.3
fl-6.1-structure-985,2.0,34.62
fl-6.1-structure-985,3.0,39.69
fl-6.1-structure-985,4.0,46.06
fl-6.1-structure-985,5.0,50.48
fl-6.1-structure-985,6.0,53.73
fl-6.1-structure-985,7.0,56.33
fl-6.1-structure-985,8.0,60.36
fl-6.1-structure-985,9.0,62.57
fl-6.1-structure-985,10.0,65.43
fl-6.1-structure-985,11.0,68.29
fl-6.1-structure-985,12.0,71.15
